0.000000	-0.023927	550000.000000
0.104167	-0.024134	550200.000000
0.208333	-0.023949	550400.000000
0.312500	-0.023920	550600.000000
0.416667	-0.024013	550800.000000
0.520833	-0.024074	551000.000000
0.625000	-0.023861	551200.000000
0.729167	-0.023997	551400.000000
0.833333	-0.023932	551600.000000
0.937500	-0.023812	551800.000000
1.041667	-0.023924	552000.000000
1.145833	-0.024152	552200.000000
1.250000	-0.024157	552400.000000
1.354167	-0.023921	552600.000000
1.458333	-0.023964	552800.000000
1.562500	-0.024081	553000.000000
1.666667	-0.023916	553200.000000
1.770833	-0.023939	553400.000000
1.875000	-0.023880	553600.000000
1.979167	-0.023773	553800.000000
2.083333	-0.023856	554000.000000
2.187500	-0.024026	554200.000000
2.291667	-0.024118	554400.000000
2.395833	-0.024174	554600.000000
2.500000	-0.023988	554800.000000
2.604167	-0.023969	555000.000000
2.708333	-0.024194	555200.000000
2.812500	-0.023974	555400.000000
2.916667	-0.023815	555600.000000
3.020833	-0.023732	555800.000000
3.125000	-0.023917	556000.000000
3.229167	-0.023812	556200.000000
3.333333	-0.024015	556400.000000
3.437500	-0.023900	556600.000000
3.541667	-0.023753	556800.000000
3.645833	-0.023851	557000.000000
3.750000	-0.023966	557200.000000
3.854167	-0.023830	557400.000000
3.958333	-0.023802	557600.000000
4.062500	-0.023891	557800.000000
4.166667	-0.023838	558000.000000
4.270833	-0.023951	558200.000000
4.375000	-0.023894	558400.000000
4.479167	-0.023786	558600.000000
4.583333	-0.024165	558800.000000
4.687500	-0.024246	559000.000000
4.791667	-0.023980	559200.000000
4.895833	-0.023772	559400.000000
5.000000	-0.023942	559600.000000
5.104167	-0.024030	559800.000000
5.208333	-0.024045	560000.000000
5.312500	-0.024047	560200.000000
5.416667	-0.023955	560400.000000
5.520833	-0.023895	560600.000000
5.625000	-0.023941	560800.000000
5.729167	-0.024024	561000.000000
5.833333	-0.024035	561200.000000
5.937500	-0.023986	561400.000000
6.041667	-0.023865	561600.000000
6.145833	-0.023908	561800.000000
6.250000	-0.023859	562000.000000
6.354167	-0.023737	562200.000000
6.458333	-0.023844	562400.000000
6.562500	-0.023904	562600.000000
6.666667	-0.023933	562800.000000
6.770833	-0.023928	563000.000000
6.875000	-0.024040	563200.000000
6.979167	-0.023718	563400.000000
7.083333	-0.023977	563600.000000
7.187500	-0.023998	563800.000000
7.291667	-0.024128	564000.000000
7.395833	-0.023947	564200.000000
7.500000	-0.023989	564400.000000
7.604167	-0.023905	564600.000000
7.708333	-0.023944	564800.000000
7.812500	-0.023817	565000.000000
7.916667	-0.023846	565200.000000
8.020833	-0.023864	565400.000000
8.125000	-0.023967	565600.000000
8.229167	-0.023761	565800.000000
8.333333	-0.023793	566000.000000
8.437500	-0.023979	566200.000000
8.541667	-0.023994	566400.000000
8.645833	-0.023962	566600.000000
8.750000	-0.024140	566800.000000
8.854167	-0.023859	567000.000000
8.958333	-0.023695	567200.000000
9.062500	-0.023881	567400.000000
9.166667	-0.023974	567600.000000
9.270833	-0.023766	567800.000000
9.375000	-0.023898	568000.000000
9.479167	-0.023846	568200.000000
9.583333	-0.023869	568400.000000
9.687500	-0.024017	568600.000000
9.791667	-0.023991	568800.000000
9.895833	-0.023905	569000.000000
10.000000	-0.024080	569200.000000
10.104167	-0.023804	569400.000000
10.208333	-0.023684	569600.000000
10.312500	-0.024079	569800.000000
10.416667	-0.023861	570000.000000
10.520833	-0.023636	570200.000000
10.625000	-0.023939	570400.000000
10.729167	-0.024038	570600.000000
10.833333	-0.023782	570800.000000
10.937500	-0.023938	571000.000000
11.041667	-0.023817	571200.000000
11.145833	-0.023901	571400.000000
11.250000	-0.023997	571600.000000
11.354167	-0.024092	571800.000000
11.458333	-0.023733	572000.000000
11.562500	-0.023858	572200.000000
11.666667	-0.023810	572400.000000
11.770833	-0.023885	572600.000000
11.875000	-0.024032	572800.000000
11.979167	-0.023907	573000.000000
12.083333	-0.023997	573200.000000
12.187500	-0.024051	573400.000000
12.291667	-0.024043	573600.000000
12.395833	-0.023911	573800.000000
12.500000	-0.023999	574000.000000
12.604167	-0.023832	574200.000000
12.708333	-0.023988	574400.000000
12.812500	-0.024017	574600.000000
12.916667	-0.023810	574800.000000
13.020833	-0.023899	575000.000000
13.125000	-0.024037	575200.000000
13.229167	-0.023885	575400.000000
13.333333	-0.023779	575600.000000
13.437500	-0.023928	575800.000000
13.541667	-0.023928	576000.000000
13.645833	-0.023925	576200.000000
13.750000	-0.023851	576400.000000
13.854167	-0.023834	576600.000000
13.958333	-0.023804	576800.000000
14.062500	-0.023945	577000.000000
14.166667	-0.023965	577200.000000
14.270833	-0.023890	577400.000000
14.375000	-0.023783	577600.000000
14.479167	-0.023800	577800.000000
14.583333	-0.023744	578000.000000
14.687500	-0.023687	578200.000000
14.791667	-0.023769	578400.000000
14.895833	-0.023844	578600.000000
15.000000	-0.023562	578800.000000
15.104167	-0.023786	579000.000000
15.208333	-0.023950	579200.000000
15.312500	-0.023876	579400.000000
15.416667	-0.023772	579600.000000
15.520833	-0.023729	579800.000000
15.625000	-0.023725	580000.000000
15.729167	-0.023688	580200.000000
15.833333	-0.023856	580400.000000
15.937500	-0.023713	580600.000000
16.041667	-0.024009	580800.000000
16.145833	-0.023762	581000.000000
16.250000	-0.023927	581200.000000
16.354167	-0.023834	581400.000000
16.458333	-0.023779	581600.000000
16.562500	-0.024010	581800.000000
